Date,Game,Player,Team,Pos,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,iXG%,iXA%,Med10_SOG,Trim10_SOG,Avg5_SOG,L10_P,L10_G,L10_S,L5_G,L5_A,i5v5_points60,i5v5_shotAssists60,i5v5_iCF60,i5v5_oiGF60,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Matrix_Points,Matrix_SOG,Matrix_Goal,Conf_Points,Conf_SOG,Conf_Goal,Best_Market,Best_Conf,Line,Odds,Result
2026-01-05,NYI@MIN,Cole McWard,NYI,D,MIN,,,,50.0,0.7,7.3,,,,,,,,,,,,,2.4001480373485893,1.915233197375421,50.0,29.3,50.0,29.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VGK@SJS,Philipp Kurashev,SJS,C,VGK,,,,50.0,53.4,63.7,,,,,,,,,,,,,2.1389616091318557,2.0780825704483,50.0,22.6,50.0,22.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@WPG,Parker Ford,WPG,C,NJD,,,,50.0,22.4,19.1,,,,,,,,,,,,,2.520770392749245,2.520770392749245,50.0,69.1,50.0,69.1,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CAR@DET,Travis Hamonic,DET,D,CAR,,,,50.0,17.6,19.1,,,,,,,,,,,,,2.2553745616067364,1.9556933204445048,50.0,23.1,50.0,23.1,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TBL@PHI,Jacob Gaucher,PHI,C,TBL,,,,50.0,9.3,7.3,,,,,,,,,,,,,2.3170715088747316,2.238272067591047,50.0,41.1,50.0,41.1,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Nick Schmaltz,UTA,C,CBJ,,,,50.0,89.8,93.6,,,,,,,,,,,,,2.5829752867065094,2.5004038119851395,50.0,74.4,50.0,74.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TOR@COL,Oliver Ekman-Larsson,TOR,D,COL,,,,50.0,43.1,88.4,,,,,,,,,,,,,2.3112288526349323,2.293724115960497,50.0,41.0,50.0,41.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,SEA@NYR,Jonny Brodzinski,NYR,C,SEA,,,,50.0,58.5,43.0,,,,,,,,,,,,,2.4967343515718317,2.5311952019111033,50.0,67.7,50.0,67.7,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,DAL@LAK,Kevin Fiala,LAK,L,DAL,,,,50.0,92.6,79.6,,,,,,,,,,,,,2.362511763333789,2.200648290395489,50.0,39.0,50.0,39.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@BUF,Peyton Krebs,BUF,C,FLA,,,,50.0,72.7,70.9,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,SEA@NYR,Jacob Melanson,SEA,R,NYR,,,,50.0,25.3,31.4,,,,,,,,,,,,,2.3089910965539513,2.1589703372237854,50.0,32.5,50.0,32.5,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,PIT@BOS,Jonathan Aspirot,BOS,D,PIT,,,,50.0,25.3,7.3,,,,,,,,,,,,,2.5302800786411836,2.49460147613369,50.0,69.6,50.0,69.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@BUF,Josh Norris,BUF,C,FLA,,,,50.0,58.2,59.1,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CGY@PIT,Samuel Honzek,CGY,L,PIT,,,,50.0,44.0,26.3,,,,,,,,,,,,,2.5302800786411836,2.49460147613369,50.0,69.6,50.0,69.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Logan Cooley,UTA,C,CBJ,,,,50.0,84.3,63.7,,,,,,,,,,,,,2.5829752867065094,2.5004038119851395,50.0,74.4,50.0,74.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,DAL@LAK,Anze Kopitar,LAK,C,DAL,,,,50.0,75.5,82.5,,,,,,,,,,,,,2.362511763333789,2.200648290395489,50.0,39.0,50.0,39.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,STL@VGK,Hugh McGing,STL,L,VGK,,,,50.0,11.2,19.1,,,,,,,,,,,,,2.1389616091318557,2.0780825704483,50.0,22.6,50.0,22.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TBL@PHI,Nikita Kucherov,TBL,R,PHI,,,,50.0,98.9,99.6,,,,,,,,,,,,,2.201746471878492,2.0560360882340767,50.0,21.8,50.0,21.8,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VAN@MTL,Mackenzie MacEachern,VAN,L,MTL,,,,50.0,16.9,31.4,,,,,,,,,,,,,2.4095633759557717,2.1532144646869593,50.0,41.3,50.0,41.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@MIN,Brian Halonen,NJD,L,MIN,,,,50.0,14.1,7.3,,,,,,,,,,,,,2.4001480373485893,1.915233197375421,50.0,29.3,50.0,29.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@BUF,Owen Power,BUF,D,FLA,,,,50.0,45.1,63.7,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NYI@MIN,Max Shabanov,NYI,R,MIN,,,,50.0,56.8,67.5,,,,,,,,,,,,,2.4001480373485893,1.915233197375421,50.0,29.3,50.0,29.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,EDM@CHI,Vasily Podkolzin,EDM,R,CHI,,,,50.0,73.8,54.0,,,,,,,,,,,,,2.7322570090101594,2.5570018275699704,50.0,86.4,50.0,86.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VGK@SJS,Mitch Marner,VGK,R,SJS,,,,50.0,81.0,98.6,,,,,,,,,,,,,2.622276941631699,2.532726952938516,50.0,79.9,50.0,79.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Ivan Provorov,CBJ,D,UTA,,,,50.0,56.0,67.5,,,,,,,,,,,,,2.3006725398557215,1.9052581869107135,50.0,21.0,50.0,21.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CGY@PIT,Yan Kuznetsov,CGY,D,PIT,,,,50.0,27.4,43.0,,,,,,,,,,,,,2.5302800786411836,2.49460147613369,50.0,69.6,50.0,69.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@OTT,Michael Amadio,OTT,R,FLA,,,,50.0,68.4,63.7,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
